hour;Pas;Tru_sm_35;Tru_semi;Tru_gr_35;Mot;Oth;Bus
1;1115365,143456889;79165,86698354587;4311,229493650956;2375,2743812792546;14112,88757460683;1064,1099971786502;16353,99607283292
2;927681,9505647464;39365,21627748203;3313,9035549315217;2745,3237855531193;15373,01519039551;2209,2093387514474;6759,350485645844
3;978429,7727524874;41933,79405070302;3220,545090687288;2808,5800939760015;11111,129845932726;2226,457069502053;7529,072539991178
4;539900,0307179755;23785,440729316557;3142,6390619041686;2784,85897831742;10994,57712181519;1531,2985301189597;4007,156805432722
5;422136,9730937658;27081,098827034642;3091,774795178;2824,394171081723;9467,554717200233;1147,3490455837455;5173,332587917033
6;571246,3244857348;21221,641413866182;3323,5613270947174;2628,2996149707856;10810,519063534633;1168,3462830192652;4073,266257651367
7;350543,4769948479;23129,242985830842;3642,9116599577524;2498,6241827038757;8709,04718377355;992,1194688282975;4547,120778195286
8;324549,96558549936;25772,775126323973;3991,8791607879225;2584,020199074768;6371,384813883603;1172,8456910411621;4983,339576104436
9;321682,6518099167;19844,85952594519;4767,076339753836;3436,398955073115;11471,485030737864;1520,7999114012002;3759,497461273647
10;957376,2525484817;48327,25857250311;5476,600668010011;5370,460585102761;14965,23246093649;2509,919774881567;9113,665256247312
11;1128970,3290403744;49614,15303571619;5878,363989998989;8111,040147524162;19945,901299452347;4773,871911232762;7626,501799476599
12;2246182,0188775025;77054,1885782803;6641,971842369066;12463,074167018507;18515,36803981354;8573,621985724812;10035,328110203618
13;1729414,267613101;95465,34634407284;7399,785031441224;15899,473122091624;32513,169220475196;11759,202865227922;10586,479836418568
14;1794240,944592337;112278,6882446169;7658,613325414893;18704,89040064648;37250,796909837874;13957,163683924624;11835,137565491252
15;2532836,0407166434;110027,68105665603;8117,679428905503;19195,126790923827;34679,168847770714;15242,494575513214;10213,518082119013
16;2294638,208087386;109985,57658259966;8126,693349591154;18094,467024365662;39337,37462037121;14552,585345488995;10859,257178431408
17;3737514,4442287693;227308,16549119813;8706,803530860494;18527,772737062412;39403,69733638855;13646,704530413728;37017,11256494785
18;3607836,593150939;189685,43465965177;8916,699112540635;17008,039927202644;34398,77344946636;12457,361009958942;30540,606519537665
19;4172382,9560018815;181892,97298124357;9198,706059705975;15507,284009869752;21261,00076253659;10446,875525507947;30322,750876291084
20;2403887,916129797;137831,54907380717;9209,007683346717;13581,129418392966;29302,660024380057;8414,642902284451;22661,66241703551
21;2059689,265169264;94284,00739313863;9539,947342805586;12526,330475441395;30830,27601503339;6610,3802855037375;15068,717546989918
22;1175625,0193320448;48829,716829900965;11389,088786318962;11803,627151709954;23020,104066300282;4880,357901084326;6832,270702796169
23;1108681,5401516447;57157,38797046599;20177,017603350305;12135,72277093009;16852,154058902797;3532,7851985261614;9974,819888469166
24;414945,2532337445;25680,348962206364;26585,27135937002;11976,000592162312;11777,051437690456;2539,91582836088;4074,7886949317995
25;393795,61807746685;41982,16122276188;31503,008944869707;12755,634593474344;6345,795470970254;1917,4977186651226;4779,3147788202505
26;364367,284100753;61551,63706251914;35309,458880124264;15213,142175703348;4865,170074916654;1684,2784028634594;6839,187197092981
27;1143931,370622064;37929,684444774706;37843,658295747045;18364,88774287349;5787,9336347012695;1674,5296854826822;4718,390067518945
28;1510405,6670436338;117357,51599576016;46967,03373258007;25152,289636648828;8238,216222091989;2024,7336098536687;11974,685265497279
29;3307728,436782273;114134,24749027289;61680,971548948866;36668,10058503466;19156,611034495232;3450,296051458048;10902,083972909662
30;4550611,471342415;335991,0579630597;80330,12959608146;58287,525396265475;24541,568179258164;6548,13847453416;30058,110082243613
31;4774285,551444141;423982,3765213741;91376,68939634574;80860,53905697126;31886,545251497122;10461,12365091062;35135,73464483362
32;6472018,023351183;684981,4345929202;94415,02451888738;99215,9383535813;52949,009948241146;12806,065131655965;58096,22273364471
33;6157651,671933113;545741,3216682478;99833,03470244067;109903,09166162736;62156,435986980665;13047,53336216444;45816,91176900968
34;6609878,740102196;496180,53712642635;107842,54708311836;102347,125620514;38562,34621557067;13241,75780844299;43281,95844559833
35;5950588,501333619;551192,9047592118;114302,30895734177;103088,8058367723;47593,4079509665;15265,74151695968;48938,3985689593
