hour;Pas;Tru_sm_35;Tru_semi;Tru_gr_35;Mot;Oth;Bus
1;556341,3544135499;26146,37119265473;1081,5175692262023;379,60399789957273;6424,14760648519;556,5804096010106;7835,390818536265
2;462725,4454470438;13001,279416091085;831,327797014227;438,7433690770028;6997,754231213101;1155,5221188756711;3238,483884833398
3;488038,3327065129;13849,612042951561;807,9078377045197;448,8526632953668;5057,755744722808;1164,5435067691337;3607,2667248550506
4;269300,7900593098;7855,695718192006;788,3642854529709;445,06167796348024;5004,701265282598;800,9423512369722;1919,8756989969004
5;210560,87034523638;8944,16355452512;775,6044455531994;451,3799868499579;4309,6048667746745;600,1184120433729;2478,604157667374
6;284936,2432854616;7008,9412882914;833,7505514255758;420,0411747730291;4920,918543404699;611,1009712180232;1951,5495108668265
7;174850,2128798027;7638,971131817859;913,8629639608503;399,3171216253827;3964,334323832668;518,9259210022105;2178,5787545487087
8;161884,71415655885;8512,059184013537;1001,4051566909283;412,96466882017427;2900,2368427955626;613,4543767554479;2387,5762832743103
9;160454,50518975162;6554,227007193609;1195,8715774418763;549,1874084126307;5221,7884336897205;795,4510716496474;1801,219210227633
10;477536,88928757375;15961,202592813137;1373,8632681956508;858,2790791391137;6812,132654369135;1312,8080556269083;4366,463630906528
11;563127,5870827049;16386,229458595262;1474,6498517077703;1296,264251149739;9079,319410339478;2496,9632752079165;3653,9462227483523
12;1120389,9942296995;25448,940222372283;1666,2089671650992;1991,7836933731903;8428,144605231451;4484,414251563322;4808,043085341619
13;862627,5275233923;31529,65383510884;1856,314429975619;2540,9711017858212;14799,905201737749;6150,625372060218;5072,106324440646
14;894962,9124727355;37082,65154827744;1921,2442481997728;2989,3183003702693;16956,460295097873;7300,263977092324;5670,352848550009
15;1263372,30607047;36339,2040028095;2036,4058412192294;3067,6653305625923;15785,86227450398;7972,553492283399;4893,415985254471
16;1144559,8206698492;36325,29801971987;2038,6670786698219;2891,763611163056;17906,264729803825;7611,697976544899;5202,797139798162
17;1864262,8920587294;75073,81522505818;2184,1938603115195;2961,012276558851;17936,45464771439;7137,878995010002;17735,33163566873
18;1799579,9030579461;62648,03220663436;2236,8483895181716;2718,136482962652;15658,22706042296;6515,7954646173275;14632,361830710768
19;2081174,2221741923;60074,390265840026;2307,592818329563;2478,293477631964;9677,949068756348;5464,215423644593;14527,984643675964
20;1199053,3028251387;45522,07891428001;2310,1770897016686;2170,4654686827766;13338,490246175908;4401,260589240974;10857,467547651797
21;1027367,8733619204;31139,489135442407;2393,1968075305617;2001,892987591555;14033,856843415842;3457,5449687335513;7219,598842324326
22;586398,8303512246;16127,151133608753;2857,073518823521;1886,3943011467445;10478,688054218617;2552,6605395936417;3273,420813850671
23;553007,5897383529;18877,558463283123;5061,618516190371;1939,4680957931562;7671,054175788408;1847,8155811348565;4779,0528885167805
24;206973,65839858493;8481,533290885449;6669,196826600827;1913,942127891787;5360,881421674601;1328,4974258764078;1952,278928376515
25;196424,27308094106;13865,58642790275;7902,863372859744;2038,5391791331247;2888,588644284854;1002,942993199284;2289,825616325709
26;181745,493419604;20328,86155957446;8857,751644852773;2431,285259516571;2214,612036459159;880,9581395094222;3276,7345871736156
27;570590,117345393;12527,161597553977;9493,482402390755;2934,9808439465633;2634,651470813346;875,8590941783345;2260,6358744775243
28;753386,5832606019;38760,05268925841;11782,177736311793;4019,7081135770336;3750,013365095066;1059,0324918412464;5737,211783975058
